meta,Genus,Species,Isolate N,Taxon,PC1,PC2,PC3,PC4,PC5
Artspp29BHI18AC11,Art,spp,29,Art spp,1.677721903381608,-0.44403490710768645,-0.8047695617815094,1.0027300478424352,-2.1334956609301554
Artspp29BHI18AC12,Art,spp,29,Art spp,1.8337970381316542,-0.38870454405630134,-0.8164195328037923,1.0910039356871002,-1.967577772672112
Artspp29BHI18AC13,Art,spp,29,Art spp,1.6937285055435156,-0.5282475898964426,-0.7735652341056495,0.9894716716231624,-2.1546990974765734
Artspp29BHI18AC21,Art,spp,29,Art spp,1.810956732480984,-0.5482855872855984,-0.8225725441065947,1.0852924360495995,-2.129327939039003
Artspp29BHI18AC22,Art,spp,29,Art spp,1.5169824009987958,-0.5313405749999804,-1.0486332949451074,1.010947440975618,-2.3745158569573612
Artspp29BHI18AC23,Art,spp,29,Art spp,1.5528687688794496,-0.5596770714198569,-1.0281222968613708,0.9959923686725719,-2.4396453320528786
Artspp29BHI18AC31,Art,spp,29,Art spp,1.915467840558608,-0.3526759948081987,-0.9806944746927847,1.0611825675095152,-1.905704650825207
Artspp29BHI18AC32,Art,spp,29,Art spp,1.7845763021604315,-0.37405155215008506,-0.9645336290737765,0.9792738998743133,-1.9781851566965862
Artspp29BHI18AC33,Art,spp,29,Art spp,1.7969129105634283,-0.4206558233727073,-0.9972658316543751,0.9954592838943673,-2.066313193371271
Artant38BHI18AC11,Pae,ant,38,Pae ant,2.3798256087240617,0.9562310962009994,2.428590496998842,-0.5793702302083817,2.245621822786972
Artant38BHI18AC12,Pae,ant,38,Pae ant,2.194208213389537,0.7524554460023696,2.677951434476717,-0.7127035347895961,2.586832352626523
Artant38BHI18AC13,Pae,ant,38,Pae ant,2.3654902806880127,0.8901286603158635,2.531310508672352,-0.5585587379324649,2.408186636761188
Artant38BHI18AC21,Pae,ant,38,Pae ant,0.7551353044497523,-0.4033779238327264,2.2925946926807548,-1.0463481706328661,1.8469477226987154
Artant38BHI18AC22,Pae,ant,38,Pae ant,0.5723073322351563,-0.6385860776873559,2.3296751588264595,-1.2174780416037068,1.7737729070037398
Artant38BHI18AC23,Pae,ant,38,Pae ant,0.7264950162683131,0.15326123257986576,1.7436613803636678,-0.82845648193248,1.7808924301249232
Artant38BHI18AC31,Pae,ant,38,Pae ant,-0.1753595574307862,0.08090052111824048,1.8211292671967634,-0.622159112868915,1.880236594611365
Artant38BHI18AC32,Pae,ant,38,Pae ant,0.9617957672715114,0.5994136921503443,1.0801561445253292,-0.2686145268884179,1.692140618141174
Artant38BHI18AC33,Pae,ant,38,Pae ant,-0.49060535824113777,-0.6318658448474013,2.0472163899372333,-1.2219336834926506,1.8265283963388523
Artcry09BHI18AC11,Art,cry,9,Art cry,-11.89475165706639,-5.720017747979019,4.094610817774078,-3.7179842300432284,-1.2169863345926368
Artcry09BHI18AC11,Art,cry,9,Art cry,0.9887352505873899,-4.1373261194670565,4.388195155467572,-1.8727045014396957,-0.13769593614811565
Artcry09BHI18AC12,Art,cry,9,Art cry,0.07113946532976846,-6.250607724156237,5.79835387026956,-2.9128747372549713,-0.1958646576662953
Artcry09BHI18AC13,Art,cry,9,Art cry,0.9187107115012507,-5.2997692623404244,4.973075040077538,-2.324287201824893,-0.2812401268925328
Artcry09BHI18AC21,Art,cry,9,Art cry,-9.210596301354098,-9.11666689854897,4.199942197282281,-4.542035684605736,-1.1205491499982945
Artcry09BHI18AC22,Art,cry,9,Art cry,-2.287070343010054,-6.237626950616773,1.60022533482486,-1.5017982387109956,-2.967479466567558
Artcry09BHI18AC23,Art,cry,9,Art cry,-14.651972575120174,-4.833904133277582,1.6042941967805686,-2.414868274251565,-2.162352652331104
Artcry09BHI18AC31,Art,cry,9,Art cry,1.6096452245106365,2.8230822700401195,1.0638165546336082,3.6370656510966617,-4.153667054257191
Artcry09BHI18AC32,Art,cry,9,Art cry,-1.1693913758145387,-4.357136825597156,1.3227358380327858,-1.0564289279501073,-3.128927190781848
Artcry09BHI18AC33,Art,cry,9,Art cry,-3.1210169146041515,-6.159715009576589,3.8844410744841564,-1.7716795973694452,-1.9804460395967634
Artory26BHI18AC11,Art,ory,26,Art ory,1.103269811207358,-1.217156564866639,-0.15926057460003087,0.8222522430809307,-2.6646629830827244
Artory26BHI18AC12,Art,ory,26,Art ory,0.7781658622171369,-2.0745552250120634,0.7052468032649956,0.6508803836531772,-2.995019700853407
Artory26BHI18AC13,Art,ory,26,Art ory,0.9097514017797668,-1.4121322414340944,-0.06199540014701913,0.8505616980395511,-2.908006464238085
Artory26BHI18AC21,Art,ory,26,Art ory,0.8059099039796468,-3.0563464818108335,1.576616771898087,0.58225802709777,-3.199926791873462
Artory26BHI18AC22,Art,ory,26,Art ory,-0.21686683873384352,-4.57523042656589,2.9119987592985566,-0.08969444549335248,-3.318806835234954
Artory26BHI18AC23,Art,ory,26,Art ory,-0.6777951102640507,-4.619133531851674,3.095947616889721,-0.18712735294074237,-3.155632841383264
Artory26BHI18AC31,Art,ory,26,Art ory,0.7681607542066066,-1.247139243350846,-0.08851093336213747,0.8671923145932746,-2.8900556024510102
Artory26BHI18AC32,Art,ory,26,Art ory,0.9289448372046041,-1.2196868741016682,-0.13761469675145094,0.8113979554109523,-2.7625848710720433
Artory26BHI18AC33,Art,ory,26,Art ory,0.6782519056241858,-1.2930002244381118,-0.15782923148749864,0.7612695020615521,-2.9361671520260484
Artspp06BHI18AC11,Art,spp,6,Art spp,0.3214776670253757,1.543733016502954,1.5929536089868017,1.6112889924922165,2.226626292194014
Artspp06BHI18AC12,Art,spp,6,Art spp,1.4264053994516268,1.611491888501346,-1.3021452956869006,1.271610650866239,0.2657877111178185
Artspp06BHI18AC13,Art,spp,6,Art spp,-0.38574104938111287,0.7802090618959203,0.2834297917553945,0.8842643152076266,-0.33809806819501215
Artspp06BHI18AC23,Art,spp,6,Art spp,-4.9930808329219,-3.6174808336072872,3.182521814599098,-1.4001614709038837,-0.02043854421653375
Artspp07BHI18AC11,Art,spp,7,Art spp,2.5899979544200393,-1.0220499293253302,-0.2333257116173692,0.7170117472395814,-1.8527685391896103
Artspp07BHI18AC12,Art,spp,7,Art spp,2.5877422867756152,-0.8268205510582595,-0.3950936217797825,0.7503249830393139,-1.693329866046103
Artspp07BHI18AC13,Art,spp,7,Art spp,2.521805114068721,-0.647435685962823,-0.5205922778195602,0.765241458174176,-1.5668176162652696
Artspp07BHI18AC21,Art,spp,7,Art spp,1.3342952246161952,-0.45371105370422987,-0.7347153348680823,0.946113277768968,-1.7814108481425956
Artspp07BHI18AC22,Art,spp,7,Art spp,1.2214379733741731,-0.27824861642337645,-1.0651280801217946,0.9250544622981525,-1.9876098005208063
Artspp07BHI18AC23,Art,spp,7,Art spp,1.3459866359503145,-0.26914030464656363,-0.898105609831707,0.9517192615373553,-1.892916675226163
Artspp07BHI18AC31,Art,spp,7,Art spp,1.973416982286822,-0.20938987394828443,-0.7998475626379967,1.0472832339196418,-1.5475972475576922
Artspp07BHI18AC32,Art,spp,7,Art spp,2.263654110861664,-0.3560583153827369,-0.841640350194394,1.0328764226795764,-1.7386817479005805
Artspp07BHI18AC33,Art,spp,7,Art spp,1.999564161215184,-0.12575912870611827,-0.8139414671965681,1.0628022111582458,-1.456714501176142
Artspp08BHI18AC11,Art,spp,8,Art spp,2.1978231619445845,-0.2920307288695073,1.4991099198516544,-0.43767203545697164,0.8765826222134886
Artspp08BHI18AC12,Art,spp,8,Art spp,0.9935226447033364,-3.518242857201709,4.062811241683244,-1.8805007434926835,0.23293587623121154
Artspp08BHI18AC13,Art,spp,8,Art spp,0.9632938979832831,-4.088739645704744,4.526019884139899,-2.0582200888594606,0.05047339465281925
Artspp08BHI18AC21,Art,spp,8,Art spp,1.2268917291490344,0.5933753302843765,-0.01519976921681716,0.13851360333425675,0.24264680704142422
Artspp08BHI18AC22,Art,spp,8,Art spp,1.2368987665230742,0.6282813224464361,0.0985223937536876,0.19800665142009882,0.11176573543677629
Artspp08BHI18AC23,Art,spp,8,Art spp,1.513491209101312,0.5672324389570481,0.6832075645616676,0.27985184625687554,0.20607233215116752
Artspp08BHI18AC31,Art,spp,8,Art spp,1.1408234733321287,0.5643286008330956,-0.14162616608386353,0.2293392761147121,0.1774287507429486
Artspp08BHI18AC32,Art,spp,8,Art spp,1.1458625202506905,0.5969760248889605,-0.0349156934075118,0.28442581902998026,0.04247882945056893
Artspp08BHI18AC33,Art,spp,8,Art spp,1.4480680014888907,0.5504423886510903,0.5670018125886452,0.3817849959897303,0.14575828371761398
Artspp10BHI18AC11,Art,spp,10,Art spp,-1.3589057863966718,-3.272456218131942,2.114380577555897,-0.5808957432030563,-1.914974963254437
Artspp10BHI18AC12,Art,spp,10,Art spp,1.9753718767282276,-0.8535864912147112,-0.14448874783832685,0.8344580809433338,-1.8103133576145656
Artspp10BHI18AC13,Art,spp,10,Art spp,2.0653515127491637,-0.7011973890659733,-0.24247086621872857,0.8323662728982706,-1.647934920258363
Artspp10BHI18AC21,Art,spp,10,Art spp,1.440044100625977,-0.09247317302757152,-0.7892042532746532,0.9801583625682696,-1.7631505991383405
Artspp10BHI18AC22,Art,spp,10,Art spp,1.4251361135155838,-0.13663120755426006,-0.8315610038434305,0.9744023845440871,-1.8498352384640477
Artspp10BHI18AC23,Art,spp,10,Art spp,1.2945807221146215,-0.1429349017481487,-0.773635130318477,0.9251143471405441,-1.8387404643214535
Artspp10BHI18AC31,Art,spp,10,Art spp,1.2858482146831827,-1.5040320319678162,0.3873736616648333,0.6333033453794953,-1.9831326804051228
Artspp10BHI18AC32,Art,spp,10,Art spp,1.076921279801969,-1.7135169415658225,0.601027017232285,0.546710551588236,-1.9676011817449424
Artspp10BHI18AC33,Art,spp,10,Art spp,1.1118446231446886,-1.615018309451682,0.4711414891660789,0.5570761741969524,-1.963299978600941
Atrspp31BHI18AC11,Art,spp,31,Art spp,-1.9063143494751094,-3.84162279930404,3.5287621023561604,-3.0656602942746534,-0.8628795033774174
Atrspp31BHI18AC12,Art,spp,31,Art spp,-2.4690625875981334,-3.143077955817788,4.4384859257428015,-2.3116912291048455,-0.5084699821214772
Atrspp31BHI18AC13,Art,spp,31,Art spp,-0.8493881284445127,-1.6723550321305383,2.0645437318144237,0.2998673898552818,-1.0441439362053215
Atrspp31BHI18AC21,Art,spp,31,Art spp,-3.493719613254217,-4.830794949977522,4.707134598696009,-2.282756244660683,0.2110626057963465
Atrspp31BHI18AC22,Art,spp,31,Art spp,-2.3744264146870853,-2.6440995332064325,4.406882084382824,-0.43470243367791506,0.2085733235161883
Atrspp31BHI18AC23,Art,spp,31,Art spp,-4.428149435671599,-5.360796539754275,5.659027231468306,-2.7161305947198295,0.737151359286265
Atrspp31BHI18AC31,Art,spp,31,Art spp,-1.1095037965162171,-2.794403033759963,2.7763308073587143,-2.5673421822564166,-1.023033349101091
Atrspp31BHI18AC32,Art,spp,31,Art spp,-3.1026029340651884,-3.086418110341012,4.1545744774115985,-1.4687283331900207,-0.5096836838661609
Artspp37BHI18AC11,Art,spp,37,Art spp,6.4787364988037845,2.878782974273526,-4.205515888368811,-9.555650942501599,-4.888910244162634
Artspp37BHI18AC11,Art,spp,37,Art spp,-0.031603047952608765,-1.4867602702185745,2.169805203155994,-1.4247910526610503,1.3098020791169644
Artspp37BHI18AC12,Art,spp,37,Art spp,-0.01593982608385407,-1.9649872225426621,2.6726522017303522,-1.5999777604758778,1.2298780681327892
Artspp37BHI18AC13,Art,spp,37,Art spp,0.09867968526391055,-3.4952836722950185,3.9226546513233873,-2.043978708473,0.644192749118701
Artspp37BHI18AC21,Art,spp,37,Art spp,1.903375522651772,-0.8938656975939153,-0.5457545369626277,1.1111815186437846,-2.067203620453675
Artspp37BHI18AC22,Art,spp,37,Art spp,1.9670267273064217,-0.9407848288777168,-0.514159007413767,1.0570177740389488,-2.217004952183994
Artspp37BHI18AC23,Art,spp,37,Art spp,2.0539069182395364,-0.940029283582986,-0.5673711871209345,1.06409533517484,-2.282390961666242
Artspp37BHI18AC31,Art,spp,37,Art spp,0.8761868704432877,1.0890561873719937,2.490799945538565,2.9667502195452458,-1.1479485280737
Artspp37BHI18AC32,Art,spp,37,Art spp,0.7931286606092178,0.15596142043934696,2.155241969072752,2.147124478473638,-0.39360555639438144
Artspp37BHI18AC33,Art,spp,37,Art spp,1.7107258668040937,2.777754918910265,-0.10118914969220791,1.986942669581385,-3.2837584408276133
Cryarc01BHI18AC11,Cry,arc,1,Cry arc,0.6835854849005393,-0.18564714621778308,3.3956593095524417,1.981654665517434,-0.41587497972657017
Cryarc01BHI18AC11,Cry,arc,1,Cry arc,2.7178560104779486,0.796422495735389,-3.1809071860633495,1.4711715958938079,-2.0256031443318756
Cryarc01BHI18AC12,Cry,arc,1,Cry arc,0.6559352010830576,-0.13937727748039697,3.405011624863683,1.7468817844015436,0.23383115530863982
Cryarc01BHI18AC12,Cry,arc,1,Cry arc,2.1322422640808116,0.7222764093315452,-3.8301355562353043,1.2331606902358911,-1.8460012030246489
Cryarc01BHI18AC13,Cry,arc,1,Cry arc,1.7991308704378477,1.0571667205988828,-4.182483407213029,1.0347890161237119,-1.430788442055987
Cryarc01BHI18AC21,Cry,arc,1,Cry arc,0.2669107627758885,-1.0793346050646264,1.4207390417402166,0.4375193880317835,-0.8713585163423562
Cryarc01BHI18AC22,Cry,arc,1,Cry arc,1.123264680821616,0.06833330201729841,4.529112641548802,0.5963594214137192,2.8260250611237185
Crysol02BHI18AC12,Cry,sol,2,Cry sol,1.3191914773460318,1.1177817473620149,1.6563840685002678,2.037855008578819,-2.4312423130883736
Crysol02BHI18AC13,Cry,sol,2,Cry sol,0.07699553083856439,-1.710388986607788,2.754856486761906,1.5581905665037723,-1.7302041019608172
Crysol02BHI18AC21,Cry,sol,2,Cry sol,-0.49046122643813933,-1.2873010241443485,1.6020281300849806,0.7771340131242283,-1.9569661342885194
Crysol02BHI18AC22,Cry,sol,2,Cry sol,3.2686836636056666,5.416790465987375,-0.36446572666766175,2.54448497243543,-4.993595771343266
Crysol02BHI18AC23,Cry,sol,2,Cry sol,3.3287905169207455,5.834689805419973,-1.950568601973846,3.492727528988621,-5.93946209275854
Crysol02BHI18AC32,Cry,sol,2,Cry sol,1.3376774630377914,0.8159836024417811,4.639036920499377,1.1112808314799945,2.142274078317274
Crysol02BHI18AC33,Cry,sol,2,Cry sol,3.5495076995326884,3.1006697518037907,1.4703486245210622,1.7426689489958846,-2.049276600229618
Crysol39BHI18AC11,Cry,sol,39,Cry sol,-3.295392120296015,-6.536451870346229,5.011569622250166,-1.40742721827829,-1.5683206383464028
Crysol39BHI18AC12,Cry,sol,39,Cry sol,-1.152457566241286,-4.966983275061677,3.9769524887749785,-0.2552548571826978,-2.4131543947271457
Crysol39BHI18AC13,Cry,sol,39,Cry sol,-4.168243230791337,-7.660551197681302,6.0768212346393256,-2.0725878243336444,-1.36228988958404
Crysol39BHI18AC21,Cry,sol,39,Cry sol,-2.8620805725251266,-6.438580020909963,5.270494205997975,-1.42681019769327,-1.3368359204482603
Crysol39BHI18AC22,Cry,sol,39,Cry sol,-4.336590903415402,-4.447193556648011,3.989364082450711,-1.1931501898770493,-0.6989699439954707
Crysol39BHI18AC23,Cry,sol,39,Cry sol,-1.2242719958637318,-5.1103608263836104,4.217070476213674,-0.4390265674370616,-2.2266748650146573
Crysol39BHI18AC31,Cry,sol,39,Cry sol,-1.3782457086426965,-5.697942831258804,4.756965724435691,-0.6339433009201497,-2.2827173443618
Crysol39BHI18AC32,Cry,sol,39,Cry sol,-0.6288606347860543,-3.1396001716640263,2.6913307437237752,0.33360709319724163,-1.7555511800959158
Crysol39BHI18AC33,Cry,sol,39,Cry sol,-0.25949814791714265,-3.9877352903470613,3.369807594652785,0.2959614491862745,-2.537373584281648
Crysol40BHI18AC11,Cry,sol,40,Cry sol,-0.21141901788100664,-0.25387365207066864,2.6020899349792472,1.8827716456683983,-0.6989979833257104
Crysol40BHI18AC12,Cry,sol,40,Cry sol,1.3583779270044436,1.1979584077592702,1.5396125591550196,1.5815006278627266,-1.3264212977359306
Crysol40BHI18AC13,Cry,sol,40,Cry sol,-0.4579622454940949,-0.6464754462198128,1.8497359591654168,1.543652902575499,-1.1100463105465919
Crysol40BHI18AC22,Cry,sol,40,Cry sol,0.21026238476882825,-0.3777286912572897,2.0590177589271055,1.263626832325923,-0.7894372247174201
Crysol40BHI18AC23,Cry,sol,40,Cry sol,2.4698349218027693,3.734143804479431,0.10048239481159253,1.813271781223663,-2.7189336984541366
Crysol40BHI18AC31,Cry,sol,40,Cry sol,-0.5912357372287498,-0.5051122645340582,0.4372043893295398,0.879180954319854,-1.017832375373821
Crysol40BHI18AC32,Cry,sol,40,Cry sol,2.832987904352108,1.3159084747481808,0.053379429228882745,1.0342824210679298,-1.9875985225120674
Crysol41BHI18AC11,Cry,sol,41,Cry sol,-0.31364570667905434,-0.8829364699058295,2.5970513741811136,0.9024777171928582,-0.6727157056982862
Crysol41BHI18AC12,Cry,sol,41,Cry sol,0.014263041054228525,-1.8530171716935957,3.793140652309767,0.4894016185221981,-1.3976580511722496
Crysol41BHI18AC21,Cry,sol,41,Cry sol,-0.1292128124070693,-1.8212161221930059,1.7282633278509525,0.7477439738819321,-1.8040845588276906
Crysol41BHI18AC22,Cry,sol,41,Cry sol,4.082024417881161,0.9516700187067709,-0.5098646458537568,-0.4158008824516297,-2.9133655855801592
Crysol41BHI18AC31,Cry,sol,41,Cry sol,-0.39696871263044214,-1.2139420855626375,2.4816470092608856,0.9870945666242202,-0.9375887849772848
Crysol41BHI18AC32,Cry,sol,41,Cry sol,0.627551404107322,0.6196549031842922,3.284419726852176,2.444839051156014,-0.3240199277683082
Crysol41BHI18AC33,Cry,sol,41,Cry sol,2.3293880155913036,1.3689252679128365,1.5774541631652597,1.1911315633800559,-2.0965331950199144
Crysol43BHI18AC11,Cry,sol,43,Cry sol,0.4808732742294195,-0.7646896715478934,0.6046357684691874,1.0634249983368496,-1.192081649242125
Crysol43BHI18AC13,Cry,sol,43,Cry sol,-2.617585706784338,-2.5057867930887454,1.4596937396181666,0.7317027367079195,-1.4875353146177694
Crysol43BHI18AC21,Cry,sol,43,Cry sol,-0.5769430384817795,-0.6761263272832557,2.4106536009386095,0.5566119873660423,-1.6800816878466742
Crysol43BHI18AC22,Cry,sol,43,Cry sol,-0.5091838205415912,-0.6553401355202102,1.6832667748723533,1.0119026252841388,-0.8310840742866981
Crysol43BHI18AC23,Cry,sol,43,Cry sol,0.008951552475324809,0.5230940024188554,3.0269178271552697,1.9546553776746172,1.3969307279583745
Crysol43BHI18AC32,Cry,sol,43,Cry sol,0.523312400105265,-1.0709421858623036,1.1855126669475489,0.602813459123904,-0.9307927304986027
Crysol43BHI18AC33,Cry,sol,43,Cry sol,1.714571959509699,1.5043055645917536,3.872648905876086,2.9529304080803382,0.03297953046485161
Leiant13BHI18AC11,Lei,ant,13,Lei ant,-0.803916455326451,-2.722434742395602,2.495612610503451,-0.3423565560636501,-3.156175940148157
Leiant13BHI18AC12,Lei,ant,13,Lei ant,-0.6149521950410258,-2.91931900568156,2.847928110321385,0.09496894240511883,-2.766649488410888
Leiant13BHI18AC13,Lei,ant,13,Lei ant,-0.6069222559160885,-2.8916663035259904,2.7360495596330896,0.20453791979888117,-2.7714055513858455
Leiant13BHI18AC21,Lei,ant,13,Lei ant,0.06290082313054261,-2.9268275973672373,3.0513391372984136,0.1604644268751111,-2.5536903171446053
Leiant13BHI18AC22,Lei,ant,13,Lei ant,-0.1257312329825637,-2.984977770220819,3.0481743955654093,0.11716424776747,-2.7359287817818974
Leiant13BHI18AC23,Lei,ant,13,Lei ant,-0.1556717741300402,-2.9421171946591187,3.0355572980430066,0.0772274469943241,-2.784116392725719
Leiant13BHI18AC31,Lei,ant,13,Lei ant,-0.9772364290565626,-2.6971348504684567,2.321420951238106,-0.22942642187952447,-1.7480676717403292
Leiant13BHI18AC32,Lei,ant,13,Lei ant,-0.7829625507256257,-2.655673753028132,2.5822247324592604,-0.49640156855680523,-2.268801086049139
Leiant13BHI18AC33,Lei,ant,13,Lei ant,-0.6160051888236251,-2.7525906818521513,2.9274472808304233,-0.06583406135528748,-2.6496059164459442
Leiant14BHI18AC11,Lei,ant,14,Lei ant,0.5807083058968194,-2.952819662004721,2.3350863644413455,-0.5259308186819007,-2.2281583377849197
Leiant14BHI18AC12,Lei,ant,14,Lei ant,0.5654789264022011,-2.9774079997067817,2.351947976541571,-0.5109046533432519,-2.2210218070556236
Leiant14BHI18AC13,Lei,ant,14,Lei ant,0.48469009848749467,-2.98329631957782,2.3251994749336076,-0.5499891272226723,-2.1694098673590907
Leiant14BHI18AC21,Lei,ant,14,Lei ant,0.485555392867814,-2.702056906634045,1.6365343711362852,-0.25520061187103527,-1.564112096146531
Leiant14BHI18AC22,Lei,ant,14,Lei ant,0.5368658480347238,-2.7032780013193043,1.8278159328787489,-0.3145955112971788,-1.8080970403876615
Leiant14BHI18AC23,Lei,ant,14,Lei ant,0.5877024761348892,-2.674476050740067,1.7045553462911767,-0.2529893538729573,-1.619756067927201
Leiant14BHI18AC31,Lei,ant,14,Lei ant,0.5701721103846658,-3.1423577012734545,2.8668084720929783,-0.24421710450905834,-2.3759295632771713
Leiant14BHI18AC32,Lei,ant,14,Lei ant,0.5053329488014355,-3.156866431950237,2.8566425124295014,-0.30340248536915004,-2.384095538444504
Leiant14BHI18AC33,Lei,ant,14,Lei ant,0.43684664026696857,-3.136809194109036,2.846716225737215,-0.3142374964136967,-2.3678035938795374
Leiant19BHI18AC11,Lei,ant,19,Lei ant,0.3439161495508136,-1.7290287847603774,0.8523774022441136,0.10671605859382882,-1.1674082022711576
Leiant19BHI18AC12,Lei,ant,19,Lei ant,0.304749729884957,-1.7587206172125178,0.89293619056187,0.12493244351428365,-1.1644657929322255
Leiant19BHI18AC13,Lei,ant,19,Lei ant,0.3989383174766216,-1.6735527659523668,0.718229557685121,0.09379904923093964,-1.1723371366098896
Leiant19BHI18AC21,Lei,ant,19,Lei ant,0.6400515397602016,-1.8019593211110452,1.1336730765177199,-0.03259443044577547,-1.687770530573513
Leiant19BHI18AC22,Lei,ant,19,Lei ant,0.667942989495165,-1.821417263103736,1.1949823764770475,-0.0022700398919338056,-1.7651317954857413
Leiant19BHI18AC23,Lei,ant,19,Lei ant,0.6448894746632503,-1.8398856654292395,1.2380570240651763,-0.03830382186404819,-1.7737630034332292
Leiant19BHI18AC31,Lei,ant,19,Lei ant,0.8314935271619275,-1.6814550998721736,1.3651755471998794,0.020086676754048495,-1.6213994307369433
Leiant19BHI18AC32,Lei,ant,19,Lei ant,0.9029196000828856,-1.6647316092772448,1.445973931564946,0.10112645314347843,-1.5934279390808888
Leiant19BHI18AC33,Lei,ant,19,Lei ant,0.8931368021438361,-1.6951200502213724,1.5453946652667787,0.08460725059300998,-1.5489187139572866
Leiant20BHI18AC11,Lei,ant,20,Lei ant,0.4291185882059879,-1.1811445951588362,0.6477668479872306,-0.22292477298365967,-0.8302401458405879
Leiant20BHI18AC12,Lei,ant,20,Lei ant,0.4134154794094593,-1.1830223842010135,0.723739616578897,-0.1625735378212181,-0.8098951908691386
Leiant20BHI18AC13,Lei,ant,20,Lei ant,0.3649936108222034,-1.2960130162437136,0.6748579804174692,0.06856022831788933,-0.7354803534884465
Leiant20BHI18AC21,Lei,ant,20,Lei ant,1.100892478186961,-1.219918671362505,1.1418661254236921,0.0022617934462192263,-1.2099561998592967
Leiant20BHI18AC22,Lei,ant,20,Lei ant,1.0259991319558692,-1.251857489878455,1.0572239115088142,-0.053413580755893475,-0.9665053957299782
Leiant20BHI18AC23,Lei,ant,20,Lei ant,1.1416617151943158,-1.22567795232742,1.136231860653426,0.06716885448394093,-1.167953429228537
Leiant20BHI18AC31,Lei,ant,20,Lei ant,-0.12762643160055562,-1.9195667528221436,2.124091388604987,0.6795820578535797,-1.2836890259219393
Leiant20BHI18AC32,Lei,ant,20,Lei ant,-0.009221422366188297,-1.9740899920558117,2.3517555383697255,0.64392496471867,-1.328342200828794
Leiant20BHI18AC33,Lei,ant,20,Lei ant,-0.07787569720977866,-1.9201935933407153,2.371021334647133,0.5520094977007896,-1.4598971433240984
Leiant21BHI18AC11,Lei,ant,21,Lei ant,0.41345076958429877,-2.3846019445157536,2.134026236776645,0.1842141329082205,-2.0988933436278288
Leiant21BHI18AC12,Lei,ant,21,Lei ant,0.5428845403989042,-2.3529514254708546,2.104516432682568,0.18741400170684422,-2.070824654325978
Leiant21BHI18AC13,Lei,ant,21,Lei ant,0.10182273199778274,-2.5120585236461634,2.3591806914120563,0.13223108499287461,-2.162094237901999
Leiant21BHI18AC21,Lei,ant,21,Lei ant,0.10725814431569602,-1.831766872713424,1.096681398610438,0.04075245172948205,-1.348339555661974
Leiant21BHI18AC22,Lei,ant,21,Lei ant,0.10500338636251742,-1.7838807557022556,0.9071250287898235,0.17440545187694415,-1.1423281276811899
Leiant21BHI18AC23,Lei,ant,21,Lei ant,0.049713034469451876,-1.7481174004639697,0.8767441453660668,0.12819336790552147,-1.1028341138618134
Leiant21BHI18AC31,Lei,ant,21,Lei ant,0.3639128240458002,-1.7563517247428149,1.5193504753390026,0.12310443530085058,-1.825031549212081
Leiant21BHI18AC32,Lei,ant,21,Lei ant,0.34969690462528324,-1.7563220500214283,1.4572526016258482,0.06101683840390012,-1.7781314090571123
Leiant21BHI18AC33,Lei,ant,21,Lei ant,0.3919937131288276,-1.7641897089224579,1.579293917551008,0.1445299511629694,-1.7657584754797007
Leiant22BHI18AC11,Lei,ant,22,Lei ant,0.6112169537321109,-1.534365763185753,1.0174717464647158,0.1972807554961647,-1.4257138602539132
Leiant22BHI18AC12,Lei,ant,22,Lei ant,0.5326216955360081,-1.518966161848175,0.9675645892398901,0.1207750998964267,-1.2641416565616177
Leiant22BHI18AC13,Lei,ant,22,Lei ant,0.5635899057148804,-1.5861085042097733,1.1583675175166421,0.13562731213360438,-1.390474168776979
Leiant22BHI18AC21,Lei,ant,22,Lei ant,0.5372518073630195,-1.3864299753570168,0.8991790151181633,0.08029334866240569,-1.3601685513381863
Leiant22BHI18AC22,Lei,ant,22,Lei ant,0.42337945906895147,-1.3872673308436994,0.7957274680849231,0.057948278669492495,-1.063450652090503
Leiant22BHI18AC23,Lei,ant,22,Lei ant,0.5153783854958133,-1.4122482475924978,0.8090180721704973,0.07742033559394727,-1.1057063062616317
Leiant22BHI18AC31,Lei,ant,22,Lei ant,0.6102031945446783,-1.4671645081302591,1.05680680227757,0.09375246640761102,-1.7969875602947207
Leiant22BHI18AC32,Lei,ant,22,Lei ant,0.5554177221878756,-1.434444377577711,0.8082278195764819,0.09310252413615411,-1.321066324527315
Leiant22BHI18AC33,Lei,ant,22,Lei ant,0.6540816530304148,-1.430326549411118,0.9032668115243232,0.2140318203998615,-1.5727164677028675
Leiant27BHI18AC11,Lei,ant,27,Lei ant,1.4445275442953,1.8381146431825053,-0.8219615543012189,0.9107503844345207,2.055272227733933
Leiant27BHI18AC12,Lei,ant,27,Lei ant,1.902053974027262,2.989106565825371,-1.8268094351535813,1.2901424036837315,2.596706935520713
Leiant27BHI18AC13,Lei,ant,27,Lei ant,-1.3391495568899132,-3.174837929064404,1.4394997781749026,-0.5790635276852542,-0.3086638298004164
Leiant27BHI18AC21,Lei,ant,27,Lei ant,0.32003732844049443,2.6353054901136814,-2.0303473155442107,0.8397877013040259,1.8714061950095446
Leiant27BHI18AC22,Lei,ant,27,Lei ant,0.36703474975697314,3.1649026974849095,-2.706036310496343,0.7673692435911564,2.3167937903714018
Leiant27BHI18AC23,Lei,ant,27,Lei ant,0.15637523395780134,2.380276910536065,-1.2620655605848887,1.0993074644244116,2.09292141934139
